"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","consent_q","attn_1","attn_2","Present_Capability_1","Present_Trust_1","Present_Why","Absent_Capability_1","Absent_Trust_1","Absent_Why","comp_images","AI_Familiarity_1","Visual_Familiarity_1","gender","gender_5_TEXT","age","education","education_8_TEXT","income"
"2023-11-20 10:29:57","2023-11-20 10:37:58","0","100","480","1","2023-11-20 10:37:58","R_1QFzReDI0RfciLW","anonymous","EN","1","1","2","98","93","AI software, also known as artificial intelligence software, refers to computer programs or systems that are designed to exhibit intelligent behavior and perform tasks that typically require human intelligence. AI software utilizes techniques such as machine learning, natural language processing, computer vision, and deep learning to process data, recognize patterns, and make decisions or predictions.","","","","1","93","77","2","","33","4","","10"
"2023-11-20 10:33:22","2023-11-20 10:37:58","0","100","275","1","2023-11-20 10:37:59","R_1NryVoO9yK9inbr","anonymous","EN","1","1","2","50","50","The box around the person, just says a person, not what the persons intentions are. ","","","","1","60","40","2","","75","3","","11"
"2023-11-20 10:33:02","2023-11-20 10:38:06","0","100","303","1","2023-11-20 10:38:06","R_PzhrUB7aGdSJxpn","anonymous","EN","1","1","2","90","96","the ai can probably detect if the pedestrian sees on the oncoming car by the predestians actions and stays out of the street","","","","1","60","60","1","","72","4","","10"
"2023-11-20 10:34:09","2023-11-20 10:38:07","0","100","238","1","2023-11-20 10:38:07","R_3QRTRgC171JO2cp","anonymous","EN","1","1","2","0","50","Hopefully the human who programed the AI trained the computer to be extra cautious around humans. ","","","","1","76","51","2","","41","1","","13"
"2023-11-20 10:37:47","2023-11-20 10:38:12","0","100","24","1","2023-11-20 10:38:13","R_1gBlY3WqQNL9Cvp","anonymous","EN","1","1","1","","","","","","","","","","","","","","",""
"2023-11-20 10:35:24","2023-11-20 10:38:39","0","100","194","1","2023-11-20 10:38:39","R_usI7lBrKIIkifxn","anonymous","EN","1","1","2","50","50","I am not sure how accurate the software is at identifying the direction that a person intends to move.","","","","1","70","50","2","","60","4","","10"
"2023-11-20 10:35:25","2023-11-20 10:39:07","0","100","222","1","2023-11-20 10:39:08","R_1Lp93tp3uffDnoz","anonymous","EN","1","1","2","10","60","No human or AI can predict what a pedestrian will do with 1005 accuracy. Their actions can change in the blink of an eye. Last second maneuvering may need to be done to avoid hitting them. ","","","","1","85","60","2","","43","3","","11"
"2023-11-20 10:33:14","2023-11-20 10:39:14","0","100","359","1","2023-11-20 10:39:14","R_2zoovq4RvmU8TYs","anonymous","EN","1","1","2","","","","0","100","The image shows there is a person standing near the crosswalk. I trust the autonomous vehicle was programmed to be able to adjust to traffic ","1","60","60","2","","28","3","","13"
"2023-11-20 10:35:08","2023-11-20 10:39:22","0","100","253","1","2023-11-20 10:39:22","R_ZJE9mfiAaX0DuO5","anonymous","EN","1","1","2","55","55","I think that it can use body angles to predict and that will often be right, but not enough","","","","1","76","60","1","","42","5","","14"
"2023-11-20 10:34:21","2023-11-20 10:39:32","0","100","310","1","2023-11-20 10:39:32","R_2R7XeuHnLK7q9gs","anonymous","EN","1","1","2","","","","82","81","AI is supposed to help people isn't it? As long it is not called SkyNet I think were gonna be ok","1","36","24","2","","44","1","","12"
"2023-11-20 10:35:51","2023-11-20 10:39:44","0","100","232","1","2023-11-20 10:39:44","R_3kjj1Su2dgjYYPI","anonymous","EN","1","1","2","","","","63","72","This is because it detected many cars around. So the AI ​​will think that pedestrians will not cross the street.","1","62","53","2","","42","3","","12"
"2023-11-20 10:37:27","2023-11-20 10:39:53","0","100","145","1","2023-11-20 10:39:53","R_2YgJnuPsBGPqRtm","anonymous","EN","1","1","2","","","","24","50","I don't even know that the pedestrian doesn't intend on crossing the road, so how would a car know?","1","39","29","1","","24","3","","16"
"2023-11-20 10:38:14","2023-11-20 10:40:55","0","100","161","1","2023-11-20 10:40:56","R_2aULxHPxBubFEm5","anonymous","EN","1","1","2","87","77","I think it's able to detect who's a person. It seems as though it has that ability.","","","","1","71","65","1","","33","4","","12"
"2023-11-20 10:36:16","2023-11-20 10:41:02","0","100","286","1","2023-11-20 10:41:03","R_3IS3OkPs5bYO8oD","anonymous","EN","1","1","2","","","","1","1","Since a person is on the edge of a street and near a cross-walk, the person's momentum and intentions are unknown, so there is no way for the AI system to know.","1","83","17","1","","62","4","","12"
"2023-11-20 10:31:34","2023-11-20 10:41:14","0","100","579","1","2023-11-20 10:41:15","R_1OVTIsWMiPWKvB2","anonymous","EN","1","1","2","100","100","According to NHTSA, there haven't been any accidents involving autonomous vehicles or pedestrians. Keeping this in mind, the likelihood of the car not hitting the pedestrian is rather good.","","","","1","70","70","1","","30","4","","14"
"2023-11-20 10:37:28","2023-11-20 10:41:23","0","100","234","1","2023-11-20 10:41:24","R_C816BhwpBe2C8Tv","anonymous","EN","1","1","2","","","","30","60","No one can predict what people will do. I do not expect a car to be able to judge what a person will do when people cannot even predict that.","1","60","20","2","","36","2","","13"
"2023-11-20 10:37:32","2023-11-20 10:41:27","0","100","235","1","2023-11-20 10:41:28","R_2ql1DHYp12GgZl9","anonymous","EN","1","1","2","0","50","I believe that the although the AI sees the person, they don't know the person's next move will be, also the AI doesnt read which way the person is turning","","","","1","60","60","2","","28","1","","13"
"2023-11-20 10:36:21","2023-11-20 10:41:40","0","100","318","1","2023-11-20 10:41:40","R_1JFLRDrAOj0A88M","anonymous","EN","1","1","2","72","77","Well the person seems to be an adult who is just standing still on their phone. So it is likely he won't make a decision to just bolt out across the street. But, then there is still a small chance he could.","","","","1","84","87","2","","32","3","","10"
"2023-11-20 10:37:36","2023-11-20 10:41:48","0","100","251","1","2023-11-20 10:41:48","R_NXfrq9XlssrQTLP","anonymous","EN","1","1","2","","","","0","0","Since the person is very close to the crosswalk, I would think that they would be wanting to cross the street.","1","82","63","2","","42","3","","15"
"2023-11-20 10:40:16","2023-11-20 10:41:50","0","100","94","1","2023-11-20 10:41:51","R_vlxHGp4eQX8oUWR","anonymous","EN","1","1","2","","","","91","97","I think it has a lot of training data and understanding to know how to act.","1","89","62","1","","37","1","","13"
"2023-11-20 10:38:56","2023-11-20 10:41:56","0","100","180","1","2023-11-20 10:41:56","R_2SlF2l1KhjsM04f","anonymous","EN","1","1","2","","","","19","35","It looks like the person is preparting to cross the street.  How can the car KNOW that they won't?","1","40","10","2","","53","3","","11"
"2023-11-20 10:29:13","2023-11-20 10:42:04","0","100","770","1","2023-11-20 10:42:05","R_BRhuRYBznGdZY2J","anonymous","EN","1","1","2","12","16","I don't trust AI or self driving cars at all, especially with pedestrians, they are unpredictable","","","","1","11","5","2","","58","3","","14"
"2023-11-20 10:39:44","2023-11-20 10:42:05","0","100","140","1","2023-11-20 10:42:06","R_307z0H3pa1YuHDU","anonymous","EN","1","1","2","29","49","I don't see how it would be able to determine the pedestrians intentions based on objective data. He is standing near the street, afterall. That would make me very nervous about the car's ability to make the right decision, and since pedestrians can be killed by the wrong decision, the stakes are very high. I think I would want all self driving cars to think that all pedestrians near the road are going to cross it?","","","","1","20","8","2","","31","4","","11"
"2023-11-20 10:41:13","2023-11-20 10:42:24","0","100","71","1","2023-11-20 10:42:25","R_2qCXXuUMuhiyNsy","anonymous","EN","1","1","2","100","99","It identified the person correctly and thus should avoid them","","","","1","70","63","1","","29","1","","14"
"2023-11-20 10:37:10","2023-11-20 10:42:41","0","100","331","1","2023-11-20 10:42:42","R_qPgtu6MtMC1VSHT","anonymous","EN","1","1","2","40","40","Because the pedestrian is near the crosswalk, I believe the AI will assume that he will be crossing despite facing the other direction.","","","","1","60","0","1","","42","2","","13"
"2023-11-20 10:38:08","2023-11-20 10:43:11","0","100","303","1","2023-11-20 10:43:11","R_2OHCx3FCSrtNvN2","anonymous","EN","1","1","2","","","","60","55","The AI can predict the person among many cars so it might able to predict the person's decision. ","1","40","25","2","","43","4","","10"
"2023-11-20 10:41:03","2023-11-20 10:43:22","0","100","139","1","2023-11-20 10:43:23","R_3DEvOaXMywjvnCV","anonymous","EN","1","1","2","40","40","I'm just skeptical about the ability to detect human intent","","","","1","71","69","1","","37","5","","10"
"2023-11-20 10:40:28","2023-11-20 10:44:19","0","100","231","1","2023-11-20 10:44:19","R_3hDOJBzIdkjku3F","anonymous","EN","1","1","2","","","","22","29","I just don't trust the self driving car. I definitely wouldn't want to cross a street knowing there are self driving cars. ","1","69","30","2","","42","2","","13"
"2023-11-20 10:35:15","2023-11-20 10:44:30","0","100","555","1","2023-11-20 10:44:31","R_2ydqWRPaKMMWufr","anonymous","EN","1","1","2","80","66","While it may see the pedestrian, I am still worried at how it will react. I have seen a lot of issues with driverless cars having issues with unexpected surprises such as pedestrians.","","","","1","81","70","2","","32","2","","13"
"2023-11-20 10:40:46","2023-11-20 10:45:08","0","100","262","1","2023-11-20 10:45:09","R_tFMUSjO0sjfLbSF","anonymous","EN","1","1","2","","","","10","0","People do not always use the crosswalk and very well leave the curb right where they are and run for it.","1","70","0","2","","78","5","","10"
"2023-11-20 10:41:25","2023-11-20 10:45:17","0","100","232","1","2023-11-20 10:45:18","R_xivatRDpJ4kRNVn","anonymous","EN","1","1","2","89","85","The pedestrian does not face the street. The AI seem identify all the objects.","","","","1","50","60","2","","61","6","","9"
"2023-11-20 10:34:21","2023-11-20 10:45:25","0","100","664","1","2023-11-20 10:45:26","R_1OPrSgrBo8TCqtX","anonymous","EN","1","1","2","","","","20","17","The human almost blends in with the many vehicles and I think it will be difficult for the AI to determine this.","1","76","27","2","","50","3","","14"
"2023-11-20 10:42:54","2023-11-20 10:45:44","0","100","169","1","2023-11-20 10:45:45","R_2zk0tMvNBzA43gm","anonymous","EN","1","1","2","60","55","I honestly do not know how it reacts to pedestrians since the person could change their mind in a instance to walk out into the road. ","","","","1","60","20","2","","48","3","","11"
"2023-11-20 10:43:12","2023-11-20 10:46:29","0","100","196","1","2023-11-20 10:46:29","R_pGEngeWAEvFEOlP","anonymous","EN","1","1","2","","","","12","30","There needs to be more details in order for the software to determine if the pedestrians are likely to cross the street or not.","1","7","0","2","","39","5","","12"
"2023-11-20 10:32:49","2023-11-20 10:46:38","0","100","829","1","2023-11-20 10:46:39","R_2fe3Vja3Q0cBgJq","anonymous","EN","1","1","2","","","","10","80","I believe that the AI recognizes that the person is near or at the crosswalk to the street.  I do not believe the AI can discern whether the person intends to cross the street or remain stationary. If the person starts moving, I believe the AI will act appropriately. .","1","30","20","1","","71","4","","10"
"2023-11-20 10:42:42","2023-11-20 10:46:46","0","100","243","1","2023-11-20 10:46:46","R_2y1wxVa5i9LOSrp","anonymous","EN","1","1","2","31","30","I don't believe a self-driving vehicle has the capability to know the intentions of a human being.  Even the pedestrian may not know if he'll decide to cross the street or not.","","","","1","61","8","2","","60","4","","11"
"2023-11-20 10:43:20","2023-11-20 10:46:46","0","100","205","1","2023-11-20 10:46:47","R_1llqy0CLQMzQiZ9","anonymous","EN","1","1","2","","","","31","39","Since I am guessing the AI will determine how the pedestrian will behave based on their body language, such as crossing the road or doing something unpredictable, there is no way with 100% accuraty what the pedestrian is going to do, even if a live person is trying to speculate on it.","1","58","1","1","","50","5","","12"
"2023-11-20 10:45:31","2023-11-20 10:46:56","0","100","85","1","2023-11-20 10:46:57","R_1nPUYCwJYPQlbVP","anonymous","EN","1","1","2","81","84","because it seems like the system is detecting everything correctly","","","","1","59","63","1","","31","4","","13"
"2023-11-20 10:44:38","2023-11-20 10:47:12","0","100","153","1","2023-11-20 10:47:12","R_2zPc3PusM6cgCmd","anonymous","EN","1","1","2","","","","18","30","we dont know what the person is gonna do based on the image","1","28","0","1","","24","3","","14"
"2023-11-20 10:45:04","2023-11-20 10:47:44","0","100","159","1","2023-11-20 10:47:44","R_8die3PdUkGhyvSN","anonymous","EN","1","1","2","","","","19","21","It seems there would be gaps in what the autonomous vehicle could see.","1","42","17","2","","33","4","","13"
"2023-11-20 10:47:00","2023-11-20 10:48:02","0","100","61","1","2023-11-20 10:48:03","R_1rrIc1AwdOnxnqM","anonymous","EN","1","1","2","","","","64","70","I somewhat trust the autonomous vehicle, but not completely as I haven't tried being in one yet.","1","91","39","4","","21","4","","13"
"2023-11-20 10:44:58","2023-11-20 10:48:07","0","100","189","1","2023-11-20 10:48:08","R_8d0iqDobAzm63Wp","anonymous","EN","1","1","2","64","70","The pedestrian is still somewhat in the street, but is facing away from the road. If this was a video, we'd have a better sense of whether they plan to cross the road (e.g., had they just crossed). In a binary, I think the car is correct to not perceive an issue.","","","","1","18","6","1","","28","5","","10"
"2023-11-20 10:46:51","2023-11-20 10:48:17","0","100","86","1","2023-11-20 10:48:18","R_Z3ikxRXFUqElEZ3","anonymous","EN","1","1","2","","","","62","63","The ped is standing to the right of the cars, implying a sidewalk.","1","25","32","1","","56","4","","10"
"2023-11-20 10:44:05","2023-11-20 10:48:19","0","100","254","1","2023-11-20 10:48:20","R_2dN17KTYaDWw7rM","anonymous","EN","1","1","2","0","50","The person appears to be putting money into a meter. They may or may not cross the road to get to their destination.","","","","1","80","40","2","","70","5","","10"
"2023-11-20 10:38:07","2023-11-20 10:48:46","0","100","639","1","2023-11-20 10:48:47","R_3PpZQ5mqIRfnfDz","anonymous","EN","1","1","2","","","","10","45","it's impossible to tell what a person might do at a moments notice. ","1","45","5","1","","38","4","","11"
"2023-11-20 10:36:25","2023-11-20 10:49:01","0","100","756","1","2023-11-20 10:49:02","R_XHrdG2OwsfEdyjD","anonymous","EN","1","1","2","77","68","The autonomous vehicle can likely detect that the pedestrian is facing the other way, and will assume he is not going to cross the road,","","","","1","63","55","1","","42","4","","12"
"2023-11-20 10:45:29","2023-11-20 10:49:02","0","100","212","1","2023-11-20 10:49:02","R_3nuEfJ7GILkCzdb","anonymous","EN","1","1","2","","","","100","100","Self-driving cars wouldn't be very good if it couldn't figure out that pedestrians were trying to cross the road.","1","30","0","1","","31","3","","13"
"2023-11-20 10:46:51","2023-11-20 10:49:13","0","100","142","1","2023-11-20 10:49:14","R_2E5BFU4bPmsK6gc","anonymous","EN","1","1","2","52","50","I’m really not sure. I would assume it knows what a human looks like, but whether the car knows the human is turned around is unknown to me. I would think it would err on the side of caution and wait to see if he crosses. ","","","","1","70","50","2","","40","3","","13"
"2023-11-20 10:44:40","2023-11-20 10:49:45","0","100","305","1","2023-11-20 10:49:46","R_1r1uNAxmTDHs41V","anonymous","EN","1","1","2","80","85","I think the software could at least detect the difference between what side of the head facial features (nose, mouth, eyes) are on and could use that to see which way the pedestrian is oriented, and then make a judgement about whether or not they intend to cross the road and act appropriately ","","","","1","65","10","1","","46","4","","11"
"2023-11-20 10:47:47","2023-11-20 10:49:54","0","100","127","1","2023-11-20 10:49:55","R_0Nj68xRoWw3ghcB","anonymous","EN","1","1","2","","","","17","77","It's pretty clear that there is a pedestrian on the edge of a crosswalk and has the intention to enter it.","1","10","0","2","","52","3","","10"
"2023-11-20 10:47:23","2023-11-20 10:50:12","0","100","169","1","2023-11-20 10:50:13","R_3luhDNKeUFTCCiz","anonymous","EN","1","1","2","","","","50","0","I have no idea whether it can correctly assess the pedestrian's intent, but given all the negative news about Elon Musk's POS cars I don't want to risk it.","1","60","50","1","","60","4","","12"
"2023-11-20 10:46:55","2023-11-20 10:50:17","0","100","201","1","2023-11-20 10:50:17","R_9Glle7PvF01XTI5","anonymous","EN","1","1","2","85","85","I think the ai can tell which way the person is facing, and they're facing away from the road.  But I really can't tell anything from the picture, its more that i know there are self driving cars, and if they couldnt tell what people were doing there would not be.","","","","1","60","20","1","","43","4","","13"
"2023-11-20 10:49:57","2023-11-20 10:50:24","0","100","26","1","2023-11-20 10:50:25","R_qDynJgO3Zj5twtP","anonymous","EN","1","1","1","","","","","","","","","","","","","","",""
"2023-11-20 10:44:20","2023-11-20 10:50:41","0","100","380","1","2023-11-20 10:50:41","R_331IwtYQrkkBH9m","anonymous","EN","1","1","2","","","","10","10","Seeing the person standing on the side of the road at the crosswalk looks like they will be crossing the street. However, I don't movement. Perhaps the person has just finished crossing the street and is about to step onto the sidewalk.","1","65","20","2","","36","1","","13"
"2023-11-20 10:46:33","2023-11-20 10:50:43","0","100","249","1","2023-11-20 10:50:44","R_1PRwELEx8EZNLDN","anonymous","EN","1","1","2","33","58","Should just see a person, can move either way. If it assumes it won't cross but then does, it can be a bad accident ","","","","1","73","61","1","","38","6","","11"
"2023-11-20 10:46:49","2023-11-20 10:50:57","0","100","247","1","2023-11-20 10:50:57","R_3r1ZxVRkvkLTlIL","anonymous","EN","1","1","2","50","25","I believe there is too much risk of error and therefore self driving cars are dangerous.","","","","1","61","25","2","","66","1","","12"
"2023-11-20 10:48:55","2023-11-20 10:50:57","0","100","122","1","2023-11-20 10:50:58","R_2yeKWkfgFF7Prl8","anonymous","EN","1","1","2","","","","23","41","We can't even make appropriate predictions about our own behavior sometimes. How could a car?","1","56","59","1","","29","4","","14"
"2023-11-20 10:47:56","2023-11-20 10:51:38","0","100","222","1","2023-11-20 10:51:39","R_3ijQg5H3cIpRD6L","anonymous","EN","1","1","2","30","30","I don't think it can foresee someone making a quick move in the opposite direction.","","","","1","50","1","2","","54","3","","15"
"2023-11-20 10:49:39","2023-11-20 10:51:49","0","100","129","1","2023-11-20 10:51:50","R_1rfuMWYA8ZJexoa","anonymous","EN","1","1","2","0","0","I dont think the vehicle will ever be able to predict a human's behaviour.","","","","1","50","50","1","","40","4","","12"
"2023-11-20 10:50:25","2023-11-20 10:52:17","0","100","111","1","2023-11-20 10:52:17","R_2cu3wAlzYulMklV","anonymous","EN","1","1","2","34","60","I think if they are aloud on the roads, they must have done safety tests, so I trust them somewhat. But I don't believe they can behave more accurately than a person could.  ","","","","1","56","3","2","","36","2","","15"
"2023-11-20 10:42:01","2023-11-20 10:52:59","0","100","658","1","2023-11-20 10:53:00","R_2COC9eDe7yC9Wi0","anonymous","EN","1","1","2","86","68","It's probably programmed to stop and wait for the person to see if they want to cross or not","","","","1","21","20","1","","45","3","","10"
"2023-11-20 10:49:41","2023-11-20 10:53:12","0","100","211","1","2023-11-20 10:53:12","R_25MB5F1uUgf75Ge","anonymous","EN","1","1","2","","","","30","60","There is no absolute way for the vehicle to know what the human will do.","1","65","65","1","","57","4","","12"
"2023-11-20 10:43:05","2023-11-20 10:53:17","0","100","612","1","2023-11-20 10:53:18","R_1ieM5zt19JR78l3","anonymous","EN","1","1","2","","","","50","50","The autonomous vehicle is a machine and it could behave unpredictably.","1","70","0","2","","39","4","","12"
"2023-11-20 10:51:52","2023-11-20 10:53:28","0","100","96","1","2023-11-20 10:53:29","R_22mfa6oBZtga6Z5","anonymous","EN","1","1","2","47","81","I think it will know to give the pedestrian room no matter what the person's intention is","","","","1","29","45","2","","35","4","","12"
"2023-11-20 10:52:08","2023-11-20 10:53:43","0","100","94","1","2023-11-20 10:53:43","R_2uX980aQeDlMS8N","anonymous","EN","1","1","2","","","","58","59","The technology is unproven and therefore hard to determine what the likely outcome will be","1","70","69","1","","31","4","","12"
"2023-11-20 10:50:03","2023-11-20 10:53:50","0","100","227","1","2023-11-20 10:53:51","R_79cZrPO6DqoJBT3","anonymous","EN","1","1","2","","","","5","100","I don't think that the self-driving car can detect a human trying to cross the road in a dart...and lets hope that the self-driving car can behave appropraitely around folks like the one in the image","1","100","100","2","","61","1","","15"
"2023-11-20 10:47:59","2023-11-20 10:53:54","0","100","354","1","2023-11-20 10:53:54","R_Pvzr5zl86cUvual","anonymous","EN","1","1","2","","","","10","0","Even if the pedestrian does not intent to cross the road because they are at their car or they already crossed the road, I don't think the car can understand that they do not intent to cross the road. I think they can understand if a person is walking toward or away from the street but they don't understand that human behavior might change quickly like the person had to turn back and cross the road for some reason. People also don't always cross at crosswalks so I don't trust this car to behave appropriately with someone that close to the road. It might either keep going if the person enters the street or stop and not move if they are close to the street or crosswalk.","1","40","4","2","","38","5","","14"
"2023-11-20 10:45:41","2023-11-20 10:54:05","0","100","504","1","2023-11-20 10:54:06","R_2ZJpCWtrt0s0Iie","anonymous","EN","1","1","2","10","10","It is next to impossible for humans to detect what other humans will do let a lone a machine. Look it is stated that this person will not cross the road, what is not stated is that this isn't real life. If it were this person could easily change their mind and this unmanned car would not be able to course correct like another human could.  ","","","","1","70","70","2","","55","2","","13"
"2023-11-20 10:50:55","2023-11-20 10:54:09","0","100","193","1","2023-11-20 10:54:10","R_1LigNOu6HOPZAXy","anonymous","EN","1","1","2","100","50","It's certainly possible for the vehicle to detect that the pedestrian is not likely to cross. Since I have no other information about this system, its impossible to say whether I would trust the system or not.","","","","1","86","90","1","","32","4","","14"
"2023-11-20 10:51:51","2023-11-20 10:54:09","0","100","138","1","2023-11-20 10:54:10","R_1NyPXkQqTOudZk8","anonymous","EN","1","1","2","","","","0","0","I have absolutely no faith in self-driving car technology.","1","0","0","3","","33","4","","13"
"2023-11-20 10:50:26","2023-11-20 10:54:12","0","100","225","1","2023-11-20 10:54:12","R_2rPzzSj6CUkGvNi","anonymous","EN","1","1","2","70","76","The human does seem to be facing the direction of the sidewalk rather than the crosswalk but that does not mean he won't dart because of chaning his mind or realizing he is going the wrong way etc. So I'd need to see if the AI can recongize the human shifting his motivation on movement to be sure but I suspect the AI will compensate correctly.","","","","1","31","30","2","","41","5","","14"
"2023-11-20 10:52:21","2023-11-20 10:54:23","0","100","121","1","2023-11-20 10:54:24","R_3RsDkHVHmOt22Xz","anonymous","EN","1","1","2","30","30","I have doubts the AI program can detect what the man will do in the future.  ","","","","1","85","0","1","","50","4","","11"
"2023-11-20 10:52:32","2023-11-20 10:54:42","0","100","130","1","2023-11-20 10:54:43","R_1ezziIkfKrBF0ON","anonymous","EN","1","1","2","","","","29","61","May not know if person is crossing, but can see them.","1","71","23","2","","59","4","","11"
"2023-11-20 10:49:48","2023-11-20 10:54:52","0","100","304","1","2023-11-20 10:54:53","R_1DGUzPFG3iYBcyv","anonymous","EN","1","1","2","90","80","I’m not one hundred percent confident that they can process pedestrians all the time but I am generally confident in AI’s ability to take in its surroundings","","","","1","70","50","1","","36","4","","11"
"2023-11-20 10:50:55","2023-11-20 10:55:37","0","100","282","1","2023-11-20 10:55:38","R_1EbR2dMoSpu3JVG","anonymous","EN","1","1","2","","","","42","65","it seems to be intelligent and work decently so i could trust it when driving my vehicle","1","87","75","2","","28","3","","14"
"2023-11-20 10:51:50","2023-11-20 10:55:39","0","100","228","1","2023-11-20 10:55:40","R_1K0SLcUqX6LglQd","anonymous","EN","1","1","2","","","","20","40","there could be an error in here but for me it looks like the car should put a warning that a pedestrian is walking and give a reason to why it stopped","1","90","40","1","","20","3","","13"
"2023-11-20 10:53:59","2023-11-20 10:55:45","0","100","106","1","2023-11-20 10:55:46","R_1FPoBSPSgYt9XOU","anonymous","EN","1","1","2","35","38","It doesnt know the person isnt crossing the street","","","","1","35","32","2","","28","4","","11"
"2023-11-20 10:31:26","2023-11-20 10:56:08","0","100","1481","1","2023-11-20 10:56:08","R_2zoOHYdPFQWv5Kn","anonymous","EN","1","1","2","60","60","It identified items right, so I think it will make right decision.","","","","1","75","50","1","","48","4","","12"
"2023-11-20 10:54:04","2023-11-20 10:56:28","0","100","143","1","2023-11-20 10:56:29","R_3QFPH0PfgtakLsd","anonymous","EN","1","1","2","88","85","I think the car would be and is programed to behave as if it were a human, and make human like decisions.","","","","1","77","65","1","","39","1","","15"
"2023-11-20 10:55:09","2023-11-20 10:56:45","0","100","96","1","2023-11-20 10:56:46","R_3lDqoY6pOMK93AK","anonymous","EN","1","1","2","23","61","I believe AI is trained with a certain amount of anticipation for behaviors, and based on the body language of pedestrians may be able to determine if it plans to move","","","","1","84","49","2","","37","4","","12"
"2023-11-20 10:50:01","2023-11-20 10:56:58","0","100","416","1","2023-11-20 10:56:59","R_RWU2ao4F3vSbX4R","anonymous","EN","1","1","2","","","","81","100","The Autonomous vehicle is atthe crosswalk and should be driving very slow besides the pedestrian is at the edge and did not start walking yet.","1","60","11","1","","45","3","","14"
"2023-11-20 10:54:31","2023-11-20 10:57:25","0","100","173","1","2023-11-20 10:57:25","R_3GkuxD8yaBYjiWd","anonymous","EN","1","1","2","0","81","I think it's smart enough to see if a pedestrian is in it's path and apply the brakes accordingly. ","","","","1","70","60","2","","48","4","","10"
"2023-11-20 10:53:23","2023-11-20 10:57:42","0","100","259","1","2023-11-20 10:57:43","R_OJVuCpGtpToy80h","anonymous","EN","1","1","2","100","100","I dont believe the person will cross the street,he is not facing the street and I trust the AI","","","","1","75","69","2","","45","3","","12"
"2023-11-20 10:55:10","2023-11-20 10:57:49","0","100","159","1","2023-11-20 10:57:50","R_2BnZ8JMHusdvbQI","anonymous","EN","1","1","2","","","","39","30","I wouldn't trust any car that is automated on the road. Programmers make mistakes. Technology fails us all the time.","1","52","30","2","","47","4","","9"
"2023-11-20 10:56:08","2023-11-20 10:57:54","0","100","105","1","2023-11-20 10:57:54","R_12yk1E6W1AgLQHg","anonymous","EN","1","1","2","74","66","it has rectangles around the cars and people. you can see in the photo that it is able to identify the cars and the person on the phone near the front of the camera in the photo.","","","","1","22","33","1","","24","1","","11"
"2023-11-20 10:55:29","2023-11-20 10:58:30","0","100","181","1","2023-11-20 10:58:30","R_D91Hy1WURSIzOvf","anonymous","EN","1","1","2","","","","5","25","Based on this scene data alone, there is no way to tell whether the pedestrian intends to cross the street or not. They may have even already crossed the street going the opposite way.","1","55","30","1","","37","4","","13"
"2023-11-20 10:56:28","2023-11-20 10:58:48","0","100","139","1","2023-11-20 10:58:49","R_2miJ2N1uwv296qB","anonymous","EN","1","1","2","100","100","It can clearly see the person and is paying attention to it. I assume it will know if the person moves further into the crosswalk. ","","","","1","94","99","1","","32","3","","14"
"2023-11-20 10:56:29","2023-11-20 10:59:08","0","100","159","1","2023-11-20 10:59:08","R_2UeWTqOv83CruGt","anonymous","EN","1","1","2","","","","0","50","The pedestrian appears as a box that does not show the direction in which the pedestrian is facing.","1","0","0","2","","71","5","","11"
"2023-11-20 10:55:17","2023-11-20 10:59:38","0","100","260","1","2023-11-20 10:59:38","R_1JR9JN6ZymDsxmj","anonymous","EN","1","1","2","","","","0","30","The question is in regards to APPROPRIATE behavior, not SAFE behavior. I think the car will incorrectly slow or stop due to the person and crosswalk, which is safe but not technically appropriate for the scenario. A human brain would more quickly understand and react to this scenario.","1","75","30","1","","37","4","","14"
"2023-11-20 10:54:04","2023-11-20 10:59:41","0","100","337","1","2023-11-20 10:59:42","R_10TRBuapM2dFhYD","anonymous","EN","1","1","2","","","","13","69","i dont think it knows if the pedestrian will cross or stay on the road   i dont know how it will behave right","1","21","15","2","","54","2","","15"
"2023-11-20 10:51:20","2023-11-20 11:00:21","0","100","541","1","2023-11-20 11:00:22","R_1qe2eBKDiNyJgpf","anonymous","EN","1","1","2","","","","75","90","My answers reflect my assumption that the AI software can detect movement of the objects surrounding the vehicle. If the pedestrian were to enter the crosswalk or move in front of the position of the hood of the self driving car, I assume it would come to a complete stop.","1","75","25","2","","39","4","","11"
"2023-11-20 10:59:27","2023-11-20 11:00:35","0","100","67","1","2023-11-20 11:00:35","R_sBy3EzhIJ1EzWW5","anonymous","EN","1","1","2","0","0","Nothing in the picture has anything to do with pedestrian intent","","","","1","24","76","2","","30","4","","13"
"2023-11-20 10:58:38","2023-11-20 11:01:21","0","100","162","1","2023-11-20 11:01:21","R_vpfAZ8FBT6VSh3z","anonymous","EN","1","1","2","","","","99","83","I trust the car will behave appropriately around pedestrians like the one in the image since it will react like a human would if not better ","1","83","28","1","","45","4","","13"
"2023-11-20 10:57:38","2023-11-20 11:01:42","0","100","244","1","2023-11-20 11:01:43","R_1OCxPuh3Pjnu7rF","anonymous","EN","1","1","2","","","","20","30","I thought the pedestrian possibly planned to cross the road. How can an autonomous car anticipate a person's behavior?","1","0","0","2","","55","3","","12"
