"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","consent_q","attn_1","attn_2","Present_Capability_1","Present_Trust_1","Present_Why","Absent_Capability_1","Absent_Trust_1","Absent_Why","Faded_Capability_1","Faded_Trust_1","Faded_Why","Adjacent_Capability_1","Adjacent_Trust_1","Adjacent_Why","comp_images","AI_Familiarity_1","Visual_Familiarity_1","gender","gender_5_TEXT","age","education","education_8_TEXT","income"
"2023-12-15 15:31:45","2023-12-15 15:37:25","0","100","340","1","2023-12-15 15:37:26","R_64DmIXkHs4geRtn","anonymous","EN","1","1","2","","","","","","","51","55","I answered the questions according to my opinion. My answers I gave above are what I think ","","","","1","63","41","2","","30","1","","16"
"2023-12-15 15:36:22","2023-12-15 15:39:04","0","100","162","1","2023-12-15 15:39:04","R_3pfrp9KjLQyf3NY","anonymous","EN","1","1","2","","","","20","25","I don't know how the autonomous vehicle can know the pedestrian is not going to cross the street, especially since the pedestrian is in the crosswalk already.","","","","","","","1","40","10","1","","41","4","","15"
"2023-12-15 15:36:17","2023-12-15 15:39:48","0","100","210","1","2023-12-15 15:39:49","R_3QGnVK1DD8MVaQA","anonymous","EN","1","1","2","","","","","","","","","","68","38","I don't trust the technology enough when it comes to the safety of humans","1","60","4","2","","37","4","","13"
"2023-12-15 15:37:34","2023-12-15 15:40:05","0","100","151","1","2023-12-15 15:40:05","R_69sNhoFeR4bKsBn","anonymous","EN","1","1","2","","","","41","50","I have too many unanswered questions to completely trust a self driving car at this time","","","","","","","1","47","13","2","","69","4","","11"
"2023-12-15 15:28:27","2023-12-15 15:41:42","0","100","794","1","2023-12-15 15:41:42","R_7oGBbM2nC8RaqX5","anonymous","EN","1","1","2","","","","32","40","I would not be positive that the pedestrian is not going to cross the sidewalk.  The AI hopefully assumes that the pedestrian is going to cross and acts appropriately.","","","","","","","1","72","28","2","","53","4","","10"
"2023-12-15 15:39:33","2023-12-15 15:42:19","0","100","166","1","2023-12-15 15:42:20","R_1YcavUDLIxKxY8I","anonymous","EN","1","1","2","20","45","I don't think the vehicle can recognize if the person has the intent of crossing the street but it probably has something to react in the case of the person crossing the street.","","","","","","","","","","1","93","75","1","","29","4","","13"
"2023-12-15 15:39:25","2023-12-15 15:42:57","0","100","212","1","2023-12-15 15:42:58","R_3JoeSxKZB0F5J2F","anonymous","EN","1","1","2","","","","","","","36","38","The pedestrian is near to the crosswalk so I don't see how it know the intention of what the person is going to do next.","","","","1","72","46","1","","60","4","","12"
"2023-12-15 15:39:38","2023-12-15 15:43:02","0","100","203","1","2023-12-15 15:43:02","R_5remtehfYx3Clsi","anonymous","EN","1","1","2","","","","","","","38","34","I would be unsure if it can tell that the person doesn't intend to cross the road as the person is identified as a rectangle and I don't see any other data that identifies intent of the pedestrian. As such it may slow as it isn't ready body expressions.","","","","1","20","9","1","","36","4","","13"
"2023-12-15 15:38:52","2023-12-15 15:44:19","0","100","326","1","2023-12-15 15:44:19","R_5azUYED6MgYh0PB","anonymous","EN","1","1","2","","","","","","","","","","9","40","AI is too subjective and couldn't know what the pedestrian will do until they move. people are unpredictable.","1","29","25","2","","69","4","","12"
"2023-12-15 15:40:43","2023-12-15 15:45:06","0","100","262","1","2023-12-15 15:45:06","R_1PhC3nQ2hjHeJRC","anonymous","EN","1","1","2","70","80","The man isn't facing the street.  I think the car is pretty trained to know that he can't immediately cross the street.  I also feel like there is programming in teh algorithm that will tell the car that there is a person, they don't appear to be crossing, but be cautious.","","","","","","","","","","1","60","0","1","","39","4","","12"
"2023-12-15 15:33:23","2023-12-15 15:46:17","0","100","774","1","2023-12-15 15:46:18","R_7BpSONtCTPfVUWd","anonymous","EN","1","1","2","","","","13","81","The car recognizes the person and will stop. The person is in the crosswalk.","","","","","","","1","65","46","2","","61","4","","11"
"2023-12-15 15:44:02","2023-12-15 15:48:08","0","100","245","1","2023-12-15 15:48:08","R_5rOtSDKUHZIhWjU","anonymous","EN","1","1","2","","","","","","","30","40","I don't think anyone should assume the pedestrian does not intend to cross the road. Even a human should consider the pedestrian as intending to cross the road.","","","","1","40","40","2","","55","4","","11"
"2023-12-15 15:46:04","2023-12-15 15:49:13","0","100","189","1","2023-12-15 15:49:14","R_6fZBPLqwVO1sD6B","anonymous","EN","1","1","2","60","30","The pedestrian seems to be checking his phone and could at any time, abruptly turn and cross. So, although it does seem he isn't about to cross, he could.","","","","","","","","","","1","70","10","2","","57","4","","10"
"2023-12-15 15:49:05","2023-12-15 15:50:28","0","100","83","1","2023-12-15 15:50:29","R_1Ji8amTbcHs8ZwJ","anonymous","EN","1","1","2","34","29","I do not trust AI yet and believe it has not been fully researched enough to be considered safe","","","","","","","","","","1","73","73","1","","29","4","","16"
"2023-12-15 15:46:18","2023-12-15 15:50:54","0","100","275","1","2023-12-15 15:50:54","R_7uKUngpDIOZFwlv","anonymous","EN","1","1","2","","","","10","10","People are unpredictable.  I don't think a machine can sense that","","","","","","","1","0","0","2","","72","1","","13"
"2023-12-15 15:47:13","2023-12-15 15:51:10","0","100","236","1","2023-12-15 15:51:10","R_34yNNczX8MaZicp","anonymous","EN","1","1","2","","","","","","","","","","42","42","People can't even tell you what they plan to do. Expecting AI to ""know"" is kind of crazy. People are apt to switch directions, change their minds, and act without looking to see if it's safe.","1","65","20","2","","64","2","","13"
"2023-12-15 15:46:29","2023-12-15 15:51:17","0","100","287","1","2023-12-15 15:51:17","R_7CJRKmboC1tTCxB","anonymous","EN","1","1","2","71","65","For the most part, the AI is correct, however it is still a robot in the end, and I think certain situations may arise where I just cant trust it would make a judgement the proper way a human can.","","","","","","","","","","1","71","64","2","","29","4","","11"
"2023-12-15 15:48:22","2023-12-15 15:51:33","0","100","191","1","2023-12-15 15:51:34","R_7fUz8QHm3IW0ka2","anonymous","EN","1","1","2","","","","","","","","","","0","10","The vehicle cannot detect intent -- it cannot gauge by body language whether someone wishes to cross a street or is just standing around.","1","40","0","2","","58","5","","13"
"2023-12-15 15:47:58","2023-12-15 15:52:24","0","100","265","1","2023-12-15 15:52:24","R_5JQMpTC54JdBYOz","anonymous","EN","1","1","2","","","","0","0","With no pedestrian, and no body language from which to estimate intent, it is impossible for either the car or a human driver to judge intent. ","","","","","","","1","30","30","5","Agender","38","8","Associate's Degree","12"
"2023-12-15 15:46:45","2023-12-15 15:52:33","0","100","347","1","2023-12-15 15:52:33","R_5O8KlmnA5Ys3wBI","anonymous","EN","1","1","2","","","","","","","13","50","There is always a chance that the person will cross the road. I am not sure that the car can make that judgement call.","","","","1","46","12","2","","57","4","","11"
"2023-12-15 15:48:11","2023-12-15 15:53:26","0","100","314","1","2023-12-15 15:53:27","R_1jHuVcH95jivJWV","anonymous","EN","1","1","2","","","","","","","0","0","From the boxes in the picture, it looks like the pedestrian is slightly in the walkway. They are closer to the vehicle than the edge of the street. I am not confident that the car would know they are not going to cross the street.  ","","","","1","10","70","2","","40","3","","14"
"2023-12-15 15:50:43","2023-12-15 15:53:49","0","100","186","1","2023-12-15 15:53:49","R_17eE1c438ZIxUAs","anonymous","EN","1","1","2","","","","22","71","It can observe the person so the software should be making decisions about that person.","","","","","","","1","72","22","2","","58","5","","14"
"2023-12-15 15:50:32","2023-12-15 15:54:44","0","100","252","1","2023-12-15 15:54:45","R_19tcraR1IHRSQkC","anonymous","EN","1","1","2","","","","","","","30","84","I don’t think that it can tell if a pedestrian is going to stay still or walk, but I think it drives in a manner to anticipate that a pedestrian will walk across the street at every crosswalk.","","","","1","50","30","2","","38","5","","15"
"2023-12-15 15:51:36","2023-12-15 15:56:01","0","100","264","1","2023-12-15 15:56:01","R_5dh1tecBrYbq3Mx","anonymous","EN","1","1","2","50","45","I don't know if I would trust the car to be able to tell which way the person is facing. Although I think it would be able to tell if the person is standing still or walking.","","","","","","","","","","1","40","30","1","","43","1","","12"
"2023-12-15 15:54:49","2023-12-15 15:56:10","0","100","81","1","2023-12-15 15:56:11","R_5xg6lQ6RtVBhymZ","anonymous","EN","1","1","2","76","53","The pedestrian is facing in the wrong direction, so the car will likely recognize this fact","","","","","","","","","","1","26","29","1","","44","5","","10"
"2023-12-15 15:53:21","2023-12-15 15:56:27","0","100","185","1","2023-12-15 15:56:27","R_1RPxwI8sLEwgmcL","anonymous","EN","1","1","2","","","","","","","0","55","in looking at the image, it appears to me the person IS going to cross the street. I assume the AI would come to the same conclusion","","","","1","50","20","1","","63","4","","10"
"2023-12-15 15:51:43","2023-12-15 15:56:31","0","100","288","1","2023-12-15 15:56:32","R_1fxqajT67oT0nnd","anonymous","EN","1","1","2","","","","50","80","AI software is smart enough to know how not to harm a human.","","","","","","","1","100","80","1","","49","5","","12"
"2023-12-15 15:52:13","2023-12-15 15:57:43","0","100","330","1","2023-12-15 15:57:44","R_63UohL7gOYgTT9Q","anonymous","EN","1","1","2","","","","","","","","","","0","76","Because when the AI sees that there is a pedestian crosswalk in front of it, it will lower it's pace to anticipate pedestrians crossing.","1","81","39","1","","32","4","","12"
"2023-12-15 15:55:59","2023-12-15 15:59:32","0","100","212","1","2023-12-15 15:59:32","R_1F2x48KeNj3SzPD","anonymous","EN","1","1","2","","","","","","","30","20","It's impossible for the AI, or another person, to say with certianty that aperson standing in the street looking at their phone does not intend to cross the street. The fact that they are facong toward the curb suggests that thbis is the case; however, it is by no means guaranteed.","","","","1","26","11","1","","64","4","","10"
"2023-12-15 15:57:03","2023-12-15 15:59:38","0","100","155","1","2023-12-15 15:59:38","R_7eEOZ1dhFQAPStr","anonymous","EN","1","1","2","","","","","","","","","","55","53","It doesn't look like they are about to cross the street","1","67","73","1","","44","3","","15"
"2023-12-15 15:57:42","2023-12-15 16:01:07","0","100","205","1","2023-12-15 16:01:08","R_1DBY4E3afhVR4r9","anonymous","EN","1","1","2","30","16","I do not think the AI can detect the possible behaviors of pedestrians. Even if their back is to the road, there is no way for AI to know whether that person is going to change their mind and decide to cross the road. ","","","","","","","","","","1","67","50","2","","29","2","","14"
"2023-12-15 15:58:29","2023-12-15 16:01:31","0","100","181","1","2023-12-15 16:01:31","R_11XHdzusM9u61kl","anonymous","EN","1","1","2","","","","20","20","Reading intention of a person takes into account more than what the vehicle seems capable of observing. It looks like the person is in the cross-walk already so the vehicle will probably assume they are crossing. They can't see the person's face or body movement to read intentions. ","","","","","","","1","40","19","1","","39","4","","13"
"2023-12-15 16:00:31","2023-12-15 16:01:47","0","100","75","1","2023-12-15 16:01:47","R_6u7ZMbEQFR3LVCh","anonymous","EN","1","1","2","82","90","I think based on the image it seems pretty accurate.","","","","","","","","","","1","60","35","1","","37","4","","10"
"2023-12-15 15:56:35","2023-12-15 16:02:24","0","100","349","1","2023-12-15 16:02:25","R_3tJ8BHpOWFdOeYt","anonymous","EN","1","1","2","","","","","","","","","","75","76","The pedestrian isn't walking, he is standing, facing the sidewalk. Therefore, the pedestrian, most likely, will not walk in front of the car.","1","75","49","2","","46","1","","13"
"2023-12-15 15:50:43","2023-12-15 16:02:33","0","100","709","1","2023-12-15 16:02:33","R_7LOLmLSs0ePu5b6","anonymous","EN","1","1","2","","","","30","30","The tech doesn't seem advanced enough to capture the nuances of actual objects, leaving room for error","","","","","","","1","100","80","1","","38","1","","14"
"2023-12-15 15:58:06","2023-12-15 16:03:21","0","100","315","1","2023-12-15 16:03:22","R_5yjsY0NTVUzf81Y","anonymous","EN","1","1","2","","","","","","","10","10","I don't think that the AI can determine what the pedestrian is intending to do and I would be nervous letting the software make that decision.","","","","1","5","5","1","","46","3","","11"
"2023-12-15 15:59:20","2023-12-15 16:03:36","0","100","255","1","2023-12-15 16:03:36","R_6diKCZdQPO2jGKK","anonymous","EN","1","1","2","79","89","I believe that the pedestrian being still and far enough away from the car determines that he does not plan to cross, I think the AI is able to differentiate and according to this it is more or less effective.","","","","","","","","","","1","65","31","1","","29","3","","12"
"2023-12-15 16:03:34","2023-12-15 16:05:55","0","100","141","1","2023-12-15 16:05:56","R_3dsLhqnExfY0whz","anonymous","EN","1","1","2","","","","76","74","Briefly describe the room you are currently in.  small room white walls grey floor. tv and desk in the middle and one window. a bed to sleep on as well.  Describe a laptop for a algorithm  gray plastic lots of memory big screen  Power over an individual  I was left in charge of my work station when the boss went on vacation it was fun because i had the power to do things my way. i had power over another coworker and they had to do what i said until the boss came back  choose photo of product or rank them  This photo looks the best and shows the product in the best detail. It also attracts the most attention and stands out more  Audiokite music what I like about this song  i like the melody and the beat it was a good song that i can see being made popular on the radio in todays music scene because it sounds very similar with todays hits","","","","","","","1","57","52","1","","33","4","","8"
"2023-12-15 16:00:00","2023-12-15 16:06:52","0","100","412","1","2023-12-15 16:06:53","R_3qxKTPkEq6oh56k","anonymous","EN","1","1","2","","","","74","77","As they get more sophisticated autonomous vehicles will be able to anticipate what a pedestrian is likley to do.  I don't think the technology is quite there yet so I rated it a 77 but autonomous cars will be able to appropriately determine what a whether a pedestrian will cross the road or not in the future.","","","","","","","1","70","60","1","","40","1","","15"
"2023-12-15 16:04:39","2023-12-15 16:07:06","0","100","147","1","2023-12-15 16:07:07","R_5C2s449KxL47L8D","anonymous","EN","1","1","2","83","86","the vehicle sees both the pedestrian and the crosswalk.","","","","","","","","","","1","47","15","2","","42","3","","10"
"2023-12-15 16:05:41","2023-12-15 16:07:53","0","100","132","1","2023-12-15 16:07:54","R_6tyX0NMbLm1TLAx","anonymous","EN","1","1","2","","","","","","","74","79","I think that this has the capability of doing what it was trained to do and I have a high confidence in it.","","","","1","77","52","2","","47","5","","14"
"2023-12-15 16:03:36","2023-12-15 16:08:14","0","100","278","1","2023-12-15 16:08:14","R_1NmymZGauBbYgvf","anonymous","EN","1","1","2","","","","","","","66","63","I think it would be good around people. It can tell where the person is and how close it it to the vehicle and street ","","","","1","48","47","2","","31","1","","11"
"2023-12-15 16:04:33","2023-12-15 16:09:00","0","100","266","1","2023-12-15 16:09:00","R_17JCssmOMsUgz0n","anonymous","EN","1","1","2","","","","22","30","The image does not indicate movement of the pedestrian or in which direction the person is moving.","","","","","","","1","45","15","1","","53","1","","12"
"2023-12-15 15:59:28","2023-12-15 16:09:28","0","100","600","1","2023-12-15 16:09:29","R_1FQLNr1tjUaelFL","anonymous","EN","1","1","2","","","","","","","","","","49","34","I think the card will have to wait until it senses no movement of the people into the lane.","1","65","9","2","","50","3","","13"
"2023-12-15 16:08:18","2023-12-15 16:09:51","0","100","93","1","2023-12-15 16:09:52","R_5plf5Q5wTpyhbFY","anonymous","EN","1","1","2","","","","","","","35","60","I don't think the car has enough information based on the above image to make the determine about the pedestrians intentions with confidence","","","","1","67","42","1","","32","4","","13"
"2023-12-15 16:05:35","2023-12-15 16:10:02","0","100","266","1","2023-12-15 16:10:02","R_1m3jyK8WH7dqYxz","anonymous","EN","1","1","2","","","","","","","","","","0","50","The car cannot read minds only know where an object is and how it is moving, I think software can be programmed to react if something starts to move in its path","1","60","44","1","","47","3","","11"
"2023-12-15 16:09:39","2023-12-15 16:12:15","0","100","155","1","2023-12-15 16:12:16","R_6Dc5oFMSzQ6XDpf","anonymous","EN","1","1","2","60","65","It definitely spots the person, and because the person is facing the street I think the AI knows they aren't crossing the road. And it clearly can see pedestrians as it has labeled him.","","","","","","","","","","1","70","40","2","","39","4","","11"
"2023-12-15 16:09:23","2023-12-15 16:13:15","0","100","232","1","2023-12-15 16:13:15","R_3GVgWY1sFPOEXEB","anonymous","EN","1","1","2","","","","","","","","","","17","80","I believe that it will be cautious and even though it may slow down, it will not incorrectly assume the pedestrian is not a potential hazard.","1","62","54","1","","28","4","","9"
"2023-12-15 16:12:10","2023-12-15 16:14:12","0","100","121","1","2023-12-15 16:14:12","R_7Y54hYhU5yen7we","anonymous","EN","1","1","2","100","90","i think it can track pedestrians for sure but it can only do what the program tells it to do so there is some room for errors. ","","","","","","","","","","1","75","70","1","","62","5","","11"
"2023-12-15 16:09:27","2023-12-15 16:14:16","0","100","288","1","2023-12-15 16:14:16","R_3IWsLIxFfc2d8o5","anonymous","EN","1","1","2","","","","","","","74","84","I do believe that the autonomous vehicle can tell movement of people and or things that are in its path.","","","","1","61","39","2","","57","5","","12"
"2023-12-15 16:09:42","2023-12-15 16:14:17","0","100","274","1","2023-12-15 16:14:17","R_5r342T4LQMaw3xq","anonymous","EN","1","1","2","","","","","","","","","","14","60","The image of what the car sees does not include all the algorithms it uses to determine behavior.","1","68","51","1","","21","3","","11"
"2023-12-15 16:11:30","2023-12-15 16:14:21","0","100","170","1","2023-12-15 16:14:21","R_6tkZnpzgmhaOI03","anonymous","EN","1","1","2","","","","10","6","I trust that the software could detect pedestrians (most of the time), but I do not trust its ability to predict what each pedestrian will do at all. I think this is something that would be difficult for even humans to predict at times.","","","","","","","1","54","0","2","","29","4","","12"
"2023-12-15 16:13:32","2023-12-15 16:15:15","0","100","103","1","2023-12-15 16:15:16","R_72lgP3dxuefvtK0","anonymous","EN","1","1","2","","","","","","","79","81","it has some decent tech to do so. it probably knows","","","","1","54","73","1","","33","","","10"
"2023-12-15 16:07:24","2023-12-15 16:16:39","0","100","554","1","2023-12-15 16:16:40","R_3TKLysWb6JHvBVs","anonymous","EN","1","1","2","","","","30","20","The person is behind what looks like cars parked along a street, and the self-driving car should be more cautious as to whether the person could move into the street.","","","","","","","1","40","60","1","","32","4","","13"
"2023-12-15 16:10:40","2023-12-15 16:16:42","0","100","361","1","2023-12-15 16:16:42","R_3OiJoqBXXj433a1","anonymous","EN","1","1","2","","","","10","50","AI cannot deduce intent and its programming determines its actions. Therefore, if the programmers programmed AI to act appropriately around people, then it will follow those instructions and vice versa. ","","","","","","","1","40","10","1","","","3","","16"
"2023-12-15 16:12:44","2023-12-15 16:17:34","0","100","290","1","2023-12-15 16:17:34","R_6p3TU0MY4bukX9g","anonymous","EN","1","1","2","","","","","","","","","","5","95","I can't read the pedestrian's mind, and the vehicle can't either.  Since the pedestrian is in or near the crosswalk, it makes sense to slow down and stop.","1","12","0","1","","72","3","","11"
"2023-12-15 16:03:15","2023-12-15 16:18:46","0","100","930","1","2023-12-15 16:18:47","R_19jVad3mzcwqdk5","anonymous","EN","1","1","2","19","28","Most people would take note of the pedestrians, but would continue normally as it's not expected for people to walk backwards into the street. I don't think the AI knows this, so it would probably stop for their crossing.","","","","","","","","","","1","24","15","1","","34","3","","14"
"2023-12-15 16:18:40","2023-12-15 16:21:43","0","100","182","1","2023-12-15 16:21:43","R_1Xc9T1MeCl0sqUy","anonymous","EN","1","1","2","55","50","I just know that it has a box around the pedestrian, it doesn't show any value judgements on the box about whether it thinks the person is crossing or not.  I would be need more information to know what the car sees about the person.","","","","","","","","","","1","20","5","1","","42","4","","13"
"2023-12-15 16:23:51","2023-12-15 16:28:16","0","100","264","1","2023-12-15 16:28:17","R_7rBJsN4XCDXPvEG","anonymous","EN","1","1","2","","","","","","","7","2","There is no pedestrian in the path of the car. The person is out of range for the car.","","","","1","0","0","1","","82","4","","11"
"2023-12-15 16:26:20","2023-12-15 16:28:39","0","100","139","1","2023-12-15 16:28:39","R_5CJaTzpgEUlgWoD","anonymous","EN","1","1","2","","","","","","","","","","70","30","I will never fully trust AI driven cars. There's too much room for error.","1","30","30","3","","37","1","","16"
"2023-12-15 16:29:30","2023-12-15 16:31:17","0","100","107","1","2023-12-15 16:31:18","R_68S2flCTvk7NpHE","anonymous","EN","1","1","2","50","50","There is no way of knowing if there will be a misinterpretation in the a.i.","","","","","","","","","","1","70","20","2","","44","3","","15"
"2023-12-15 16:27:36","2023-12-15 16:31:28","0","100","231","1","2023-12-15 16:31:28","R_1qa3lBOs1KySv4W","anonymous","EN","1","1","2","","","","","","","9","76","The snap shot does not show movemen,t so the AI can May not correctly interpret Peoples intentions","","","","1","71","74","1","","69","4","","10"
"2023-12-15 16:28:42","2023-12-15 16:33:17","0","100","274","1","2023-12-15 16:33:17","R_7rH1iIDzPgmNGAe","anonymous","EN","1","1","1","","","","","","","","","","","","","","","","","","","","",""
"2023-12-15 16:35:58","2023-12-15 16:37:36","0","100","97","1","2023-12-15 16:37:36","R_1gL8nzUp4SXSCPT","anonymous","EN","1","1","2","60","60","I just don't think they are capable of the morals behind certain decisons ","","","","","","","","","","1","81","70","2","","29","4","","14"
"2023-12-15 16:36:46","2023-12-15 16:38:12","0","100","86","1","2023-12-15 16:38:12","R_5C7vjteHHOkvOIF","anonymous","EN","1","1","2","98","98","I think the AI is more trustworthy than a human driver","","","","","","","","","","1","93","89","1","","43","5","","12"
"2023-12-15 16:31:03","2023-12-15 16:38:13","0","100","429","1","2023-12-15 16:38:14","R_6DGOgexFrhEI4qr","anonymous","EN","1","1","2","","","","30","49","I don't think an autonomous car would be able to determine the intent of a pedestrian because sometimes pedestrians are irrational. They may initially think they won't cross, but then in a split second decide to try to dash across. For this reason, I don't think an autonomous car would be much better in determining whether or not to stop at a cross walk than a human driver.","","","","","","","1","67","43","2","","46","4","","10"
"2023-12-15 16:33:00","2023-12-15 16:39:17","0","100","377","1","2023-12-15 16:39:17","R_6Jmk0WTlhaKkpFW","anonymous","EN","1","1","2","","","","","","","","","","26","38","The software can only detect a box representing a pedestrian. It does not know if that pedestrian is going to move or not. I predict the car would be and confused and would stop for at least somewhat long before continuing to move.","1","65","39","1","","38","5","","14"
"2023-12-15 16:33:25","2023-12-15 16:39:34","0","100","368","1","2023-12-15 16:39:34","R_72joqr8QTDZlZDj","anonymous","EN","1","1","2","","","","42","43","I am not to sure about the self driving cars. I would be afraid of them not responding correctly.","","","","","","","1","47","17","2","","65","5","","16"
"2023-12-15 16:34:37","2023-12-15 16:40:02","0","100","324","1","2023-12-15 16:40:02","R_3VO0QY9Kyivte6u","anonymous","EN","1","1","2","","","","","","","0","0","How can you train AI software based on someone's assumptions? It's a guessing game is dangerous.","","","","1","74","78","2","","47","4","","16"
"2023-12-15 16:39:11","2023-12-15 16:41:29","0","100","138","1","2023-12-15 16:41:29","R_7f8hqsByzZBZeAm","anonymous","EN","1","1","2","","","","","","","","","","90","84","I trust the technology but you cannot predict human behaviour 100% of the times.","1","92","45","1","","36","4","","13"
"2023-12-15 16:41:09","2023-12-15 16:43:53","0","100","163","1","2023-12-15 16:43:53","R_6pQakdhjpf9JgSx","anonymous","EN","1","1","2","","","","","","","80","74","The person looks like they are looking to the right, even though they are at the right side of the road. Since the software says it things the pedestrian isn't going to cross, I think it will behave correctly.","","","","1","70","28","1","","21","3","","11"
"2023-12-15 16:44:41","2023-12-15 16:47:50","0","100","188","1","2023-12-15 16:47:51","R_525XhsMKPechyXF","anonymous","EN","1","1","2","","","","","","","32","21","you cant know that for sure how it will perceive things","","","","1","7","6","2","","33","4","","15"
"2023-12-15 16:49:19","2023-12-15 16:51:28","0","100","128","1","2023-12-15 16:51:28","R_6Egr57sZmMPCFtT","anonymous","EN","1","1","2","","","","30","50","I am unsure if it will be able to detect the intent of a pedestrian. ","","","","","","","1","50","50","1","","42","4","","14"
"2023-12-15 16:48:29","2023-12-15 16:52:19","0","100","230","1","2023-12-15 16:52:20","R_77rhWNxDcxKqXps","anonymous","EN","1","1","2","","","","","","","","","","0","90","The car can't know the pedestrians intent. The car is programmed to avoid the person regardless of what the person does.","1","70","30","1","","60","3","","12"
"2023-12-15 16:48:47","2023-12-15 16:52:47","0","100","239","1","2023-12-15 16:52:48","R_3H6RKQhH95YAhIk","anonymous","EN","1","1","2","","","","","","","","","","22","50","I'm not sure whether or not the AI can determine the human is not about to cross the road","1","84","78","1","","30","2","","10"
"2023-12-15 16:52:18","2023-12-15 16:53:24","0","100","66","1","2023-12-15 16:53:25","R_3HW9bGSA8da4X73","anonymous","EN","1","1","2","","","","","","","0","30","the car sees a person near the edge of the street, so it's hard to tell that person's intention","","","","1","67","63","1","","34","5","","10"
"2023-12-15 16:47:35","2023-12-15 16:53:28","0","100","352","1","2023-12-15 16:53:28","R_6QzipUfZA1U508V","anonymous","EN","1","1","2","21","72","It identifies a person but it doesn't say whether it is a stationary person or whether it is a cross walker.","","","","","","","","","","1","77","72","2","","31","","","11"
"2023-12-15 16:52:36","2023-12-15 16:54:55","0","100","138","1","2023-12-15 16:54:55","R_532XZRMyzhUehtN","anonymous","EN","1","1","2","77","37","I have trust in artificial intelligence. I know how to drive well","","","","","","","","","","1","40","71","1","","27","4","","12"
"2023-12-15 16:54:38","2023-12-15 16:57:06","0","100","147","1","2023-12-15 16:57:06","R_5wNfeGSkkjSpZmu","anonymous","EN","1","1","2","16","31","with where the person is standing it is likely the sensors will assume they are about to cross the road and will respond as such","","","","","","","","","","1","60","37","3","","29","4","","15"
"2023-12-15 16:56:18","2023-12-15 16:59:10","0","100","172","1","2023-12-15 16:59:11","R_3PcM0HHSJfLL8Lz","anonymous","EN","1","1","2","","","","","","","86","89","I have trust in AI systems as they are well designed and thoroughly tested.","","","","1","70","25","1","","54","5","","11"
"2023-12-15 16:56:22","2023-12-15 16:59:11","0","100","169","1","2023-12-15 16:59:12","R_7w5oDGm11kNW1Fs","anonymous","EN","1","1","2","","","","","","","20","40","Seeing as the person is at the very edge of the street, I find it hard to determine whether or not they would be able to detect if the person was about to cross or is just standing there. ","","","","1","50","10","2","","31","1","","14"
"2023-12-15 16:58:04","2023-12-15 17:01:38","0","100","214","1","2023-12-15 17:01:39","R_19woRjdCWnxDtLP","anonymous","EN","1","1","2","","","","","","","","","","75","70","I'm not sure but I believe that the car might have sensors indicating the presence of a person on the crosswalk and knows wheter or not it is crossing","1","70","10","2","","48","4","","14"
"2023-12-15 16:57:25","2023-12-15 17:03:38","0","100","372","1","2023-12-15 17:03:38","R_1uwlksk3C3pNkUe","anonymous","EN","1","1","2","","","","36","91","I,m not understanding how Al would know whether the pedestrian will attempt to cross the road or not. I'm not trusting totally until I understand better.","","","","","","","1","48","38","2","","69","2","","12"
"2023-12-15 16:57:41","2023-12-15 17:05:17","0","100","456","1","2023-12-15 17:05:18","R_6YFi8LjorNAVGEd","anonymous","EN","1","1","2","","","","78","81","I think that pedestrians are standing a certain distance away from the vehicle, and that the autonomous vehicle can sense that the pedestrian is not approaching the vehicle.","","","","","","","1","71","70","2","","55","4","","11"
"2023-12-15 16:57:38","2023-12-15 17:05:36","0","100","477","1","2023-12-15 17:05:36","R_5f8A6ZNwA0KvsHv","anonymous","EN","1","1","2","","","","","","","","","","84","85","I think it is capable of developing the person but the person could decide to cross the road faster than the car could respond.","1","28","0","2","","52","1","","15"
"2023-12-15 16:43:34","2023-12-15 17:07:25","0","100","1430","1","2023-12-15 17:07:25","R_7NvReWD1KcuGyMA","anonymous","EN","1","1","2","","","","","","","","","","0","90","AI can't detect what a human plan to do that's standing on a the side of the street.","1","81","50","2","","43","8","Associates Degree","11"
"2023-12-15 17:03:04","2023-12-15 17:07:25","0","100","261","1","2023-12-15 17:07:25","R_1XdF5CFv8A3gciN","anonymous","EN","1","1","2","29","74","I believe that the car would try to avoid running over the pedestrian but since the pedestrian isn't on the sidewalk would probably assume the pedestrian is planning on crossing.","","","","","","","","","","1","65","35","1","","25","3","","11"
"2023-12-15 17:04:17","2023-12-15 17:07:51","0","100","213","1","2023-12-15 17:07:51","R_77IigIuRpZWaf2j","anonymous","EN","1","1","2","","","","","","","20","5","I'm not sure if the pedestrian is in range of the sensor, and the pedestrian could change direction any second.","","","","1","30","5","1","","","3","","12"
"2023-12-15 17:07:27","2023-12-15 17:09:34","0","100","127","1","2023-12-15 17:09:35","R_18tYZ2wA3urSsJH","anonymous","EN","1","1","2","","","","29","0","The person looks to be beyond the edge of the street and therefore about to cross. If I were driving, I would slow or stop to wait for them to cross until they signaled otherwise. ","","","","","","","1","71","31","1","","35","3","","13"
